PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
10625610,"SAC1 encodes a regulated lipid phosphoinositide phosphatase, defects in which can be suppressed by the homologous Inp52p and Inp53p phosphatases.",The Journal of biological chemistry,"{'Year': '2000', 'Month': 'Jan', 'Day': '14'}",10.1074/jbc.275.2.801,,Likely no free text
10628969,"Extensive genetic interactions between PRP8 and PRP17/CDC40, two yeast genes involved in pre-mRNA splicing and cell cycle progression.",Genetics,"{'Year': '2000', 'Month': 'Jan'}",10.1093/genetics/154.1.61,PMC1460917,Likely Freely Available
16408938,Sterol binding assay using surface plasmon fluorescence spectroscopy.,Analytical chemistry,"{'Year': '2006', 'Month': 'Jan', 'Day': '15'}",10.1021/ac051388p,,Likely no free text
23175604,Las1 interacts with Grc3 polynucleotide kinase and is required for ribosome synthesis in Saccharomyces cerevisiae.,Nucleic acids research,"{'Year': '2013', 'Month': 'Jan'}",10.1093/nar/gks1086,PMC3553937,Likely Freely Available
8288577,"A novel gene, STT4, encodes a phosphatidylinositol 4-kinase in the PKC1 protein kinase pathway of Saccharomyces cerevisiae.",The Journal of biological chemistry,"{'Year': '1994', 'Month': 'Jan', 'Day': '14'}",,,Likely no free text
10508157,"Apg10p, a novel protein-conjugating enzyme essential for autophagy in yeast.",The EMBO journal,"{'Year': '1999', 'Month': 'Oct', 'Day': '01'}",10.1093/emboj/18.19.5234,PMC1171594,Likely Freely Available
26001273,A new family of StART domain proteins at membrane contact sites has a role in ER-PM sterol transport.,eLife,"{'Year': '2015', 'Month': 'May', 'Day': '22'}",10.7554/eLife.07253,PMC4463742,Likely Freely Available
10748025,Siderophore-iron uptake in saccharomyces cerevisiae. Identification of ferrichrome and fusarinine transporters.,The Journal of biological chemistry,"{'Year': '2000', 'Month': 'May', 'Day': '26'}",10.1074/jbc.M001456200,,Likely no free text
21900499,Selective regulation of autophagy by the Iml1-Npr2-Npr3 complex in the absence of nitrogen starvation.,Molecular biology of the cell,"{'Year': '2011', 'Month': 'Nov'}",10.1091/mbc.E11-06-0525,PMC3204073,Likely Freely Available
21441304,Btn3 is a negative regulator of Btn2-mediated endosomal protein trafficking and prion curing in yeast.,Molecular biology of the cell,"{'Year': '2011', 'Month': 'May', 'Day': '15'}",10.1091/mbc.E10-11-0878,PMC3093318,Likely Freely Available
11336698,A Rsc3/Rsc30 zinc cluster dimer reveals novel roles for the chromatin remodeler RSC in gene expression and cell cycle control.,Molecular cell,"{'Year': '2001', 'Month': 'Apr'}",10.1016/s1097-2765(01)00219-2,,Likely no free text
11160819,Ric1p and the Ypt6p GTPase function in a common pathway required for localization of trans-Golgi network membrane proteins.,Molecular biology of the cell,"{'Year': '2001', 'Month': 'Jan'}",10.1091/mbc.12.1.13,PMC30564,Likely Freely Available
23637464,Deacylation on the matrix side of the mitochondrial inner membrane regulates cardiolipin remodeling.,Molecular biology of the cell,"{'Year': '2013', 'Month': 'Jun'}",10.1091/mbc.E13-03-0121,PMC3681703,Likely Freely Available
10712514,Sec24p and Iss1p function interchangeably in transport vesicle formation from the endoplasmic reticulum in Saccharomyces cerevisiae.,Molecular biology of the cell,"{'Year': '2000', 'Month': 'Mar'}",10.1091/mbc.11.3.983,PMC14825,Likely Freely Available
11523797,Promoter sequences regulated by the calcineurin-activated transcription factor Crz1 in the yeast ENA1 gene.,Molecular genetics and genomics : MGG,"{'Year': '2001', 'Month': 'Jul'}",10.1007/s004380100474,,Likely no free text
7489497,The non-RNase H domain of Saccharomyces cerevisiae RNase H1 binds double-stranded RNA: magnesium modulates the switch between double-stranded RNA binding and RNase H activity.,"RNA (New York, N.Y.)","{'Year': '1995', 'Month': 'May'}",,PMC1369078,Likely Freely Available
24778186,Identification of yeast and human 5-aminoimidazole-4-carboxamide-1-β-d-ribofuranoside (AICAr) transporters.,The Journal of biological chemistry,"{'Year': '2014', 'Month': 'Jun', 'Day': '13'}",10.1074/jbc.M114.551192,PMC4059127,Likely Freely Available
10052137,Functional analysis of the promoter of the yeast SNQ2 gene encoding a multidrug resistance transporter that confers the resistance to 4-nitroquinoline N-oxide.,"Bioscience, biotechnology, and biochemistry","{'Year': '1999', 'Month': 'Jan'}",10.1271/bbb.63.162,,Likely no free text
11701127,Structure of the 80S ribosome from Saccharomyces cerevisiae--tRNA-ribosome and subunit-subunit interactions.,Cell,"{'Year': '2001', 'Month': 'Nov', 'Day': '02'}",10.1016/s0092-8674(01)00539-6,,Likely no free text
32152734,Ccm1p is a 15S rRNA primary transcript processing factor as elucidated by a novel in vivo system in Saccharomyces cerevisiae.,Current genetics,"{'Year': '2020', 'Month': 'Aug'}",10.1007/s00294-020-01064-0,PMC7367710,Likely Freely Available
9096347,Target of rapamycin proteins and their kinase activities are required for meiosis.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1997', 'Month': 'Apr', 'Day': '01'}",10.1073/pnas.94.7.3070,PMC20323,Likely Freely Available
31802527,ESCRT machinery mediates selective microautophagy of endoplasmic reticulum in yeast.,The EMBO journal,"{'Year': '2020', 'Month': 'Jan', 'Day': '15'}",10.15252/embj.2019102586,PMC6960443,Likely Freely Available
24882805,Subunit architecture and functional modular rearrangements of the transcriptional mediator complex.,Cell,"{'Year': '2014', 'Month': 'Jun', 'Day': '05'}",10.1016/j.cell.2014.05.015,PMC4104964,Likely Freely Available
15455074,Gene recruitment of the activated INO1 locus to the nuclear membrane.,PLoS biology,"{'Year': '2004', 'Month': 'Nov'}",10.1371/journal.pbio.0020342,PMC519002,Likely Freely Available
21357609,Identification and characterization of the mitochondrial RNA polymerase and transcription factor in the fission yeast Schizosaccharomyces pombe.,Nucleic acids research,"{'Year': '2011', 'Month': 'Jul'}",10.1093/nar/gkr103,PMC3130274,Likely Freely Available
29930085,Local and global Cdc42 guanine nucleotide exchange factors for fission yeast cell polarity are coordinated by microtubules and the Tea1-Tea4-Pom1 axis.,Journal of cell science,"{'Year': '2018', 'Month': 'Jul', 'Day': '19'}",10.1242/jcs.216580,PMC6080602,Likely Freely Available
15249580,"A novel phosphatidylinositol(3,4,5)P3 pathway in fission yeast.",The Journal of cell biology,"{'Year': '2004', 'Month': 'Jul', 'Day': '19'}",10.1083/jcb.200404150,PMC2172303,Likely Freely Available
36423630,Chromatin localization of nucleophosmin organizes ribosome biogenesis.,Molecular cell,"{'Year': '2022', 'Month': 'Dec', 'Day': '01'}",10.1016/j.molcel.2022.10.033,PMC9949351,Likely Freely Available
37164017,Optimization of energy production and central carbon metabolism in a non-respiring eukaryote.,Current biology : CB,"{'Year': '2023', 'Month': 'Jun', 'Day': '05'}",10.1016/j.cub.2023.04.046,PMC7615655,Likely Freely Available
21652630,Characterization of Mug33 reveals complementary roles for actin cable-dependent transport and exocyst regulators in fission yeast exocytosis.,Journal of cell science,"{'Year': '2011', 'Month': 'Jul', 'Day': '01'}",10.1242/jcs.084038,PMC3113670,Likely Freely Available
24514900,Membrane organization and cell fusion during mating in fission yeast requires multipass membrane protein Prm1.,Genetics,"{'Year': '2014', 'Month': 'Apr'}",10.1534/genetics.113.159558,PMC3982680,Likely Freely Available
18160711,"Recombination-based telomere maintenance is dependent on Tel1-MRN and Rap1 and inhibited by telomerase, Taz1, and Ku in fission yeast.",Molecular and cellular biology,"{'Year': '2008', 'Month': 'Mar'}",10.1128/MCB.01614-07,PMC2258766,Likely Freely Available
9420333,Asymmetric segregation on spindle poles of the Schizosaccharomyces pombe septum-inducing protein kinase Cdc7p.,Genes & development,"{'Year': '1998', 'Month': 'Jan', 'Day': '01'}",10.1101/gad.12.1.84,PMC316397,Likely Freely Available
38692277,A dynamin superfamily-like pseudoenzyme coordinates with MICOS to promote cristae architecture.,Current biology : CB,"{'Year': '2024', 'Month': 'Jun', 'Day': '17'}",10.1016/j.cub.2024.04.028,PMC11187654,Likely Freely Available
15372076,"A chromodomain protein, Chp1, is required for the establishment of heterochromatin in fission yeast.",The EMBO journal,"{'Year': '2004', 'Month': 'Oct', 'Day': '01'}",10.1038/sj.emboj.7600401,PMC522800,Likely Freely Available
22085934,The structural basis of Edc3- and Scd6-mediated activation of the Dcp1:Dcp2 mRNA decapping complex.,The EMBO journal,"{'Year': '2012', 'Month': 'Jan', 'Day': '18'}",10.1038/emboj.2011.408,PMC3261563,Likely Freely Available
9348288,"Mal3, the fission yeast homologue of the human APC-interacting protein EB-1 is required for microtubule integrity and the maintenance of cell form.",The Journal of cell biology,"{'Year': '1997', 'Month': 'Nov', 'Day': '03'}",10.1083/jcb.139.3.717,PMC2141698,Likely Freely Available
16262699,Characterization of solanesyl and decaprenyl diphosphate synthases in mice and humans.,The FEBS journal,"{'Year': '2005', 'Month': 'Nov'}",10.1111/j.1742-4658.2005.04956.x,,Likely no free text
28765164,Selective termination of lncRNA transcription promotes heterochromatin silencing and cell differentiation.,The EMBO journal,"{'Year': '2017', 'Month': 'Sep', 'Day': '01'}",10.15252/embj.201796571,PMC5579383,Likely Freely Available
17304215,Fission yeast Swi5/Sfr1 and Rhp55/Rhp57 differentially regulate Rhp51-dependent recombination outcomes.,The EMBO journal,"{'Year': '2007', 'Month': 'Mar', 'Day': '07'}",10.1038/sj.emboj.7601582,PMC1817630,Likely Freely Available
26901872,Crystal structure of eukaryotic translation initiation factor 2B.,Nature,"{'Year': '2016', 'Month': 'Mar', 'Day': '03'}",10.1038/nature16991,,Likely no free text
29199950,Ragulator and GATOR1 complexes promote fission yeast growth by attenuating TOR complex 1 through Rag GTPases.,eLife,"{'Year': '2017', 'Month': 'Dec', 'Day': '04'}",10.7554/eLife.30880,PMC5752196,Likely Freely Available
16963626,A transcription factor cascade involving Fep1 and the CCAAT-binding factor Php4 regulates gene expression in response to iron deficiency in the fission yeast Schizosaccharomyces pombe.,Eukaryotic cell,"{'Year': '2006', 'Month': 'Nov'}",10.1128/EC.00199-06,PMC1694796,Likely Freely Available
32915139,Stress-activated MAPK signaling controls fission yeast actomyosin ring integrity by modulating formin For3 levels.,eLife,"{'Year': '2020', 'Month': 'Sep', 'Day': '11'}",10.7554/eLife.57951,PMC7511234,Likely Freely Available
31515876,The Loz1 transcription factor from Schizosaccharomyces pombe binds to Loz1 response elements and represses gene expression when zinc is in excess.,Molecular microbiology,"{'Year': '2019', 'Month': 'Dec'}",10.1111/mmi.14384,PMC6904500,Likely Freely Available
30659798,Cryo-EM Structure (4.5-Å) of Yeast Kinesin-5-Microtubule Complex Reveals a Distinct Binding Footprint and Mechanism of Drug Resistance.,Journal of molecular biology,"{'Year': '2019', 'Month': 'Feb', 'Day': '15'}",10.1016/j.jmb.2019.01.011,PMC6378684,Likely Freely Available
17715303,Protection of telomeres by a conserved Stn1-Ten1 complex.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2007', 'Month': 'Aug', 'Day': '28'}",10.1073/pnas.0705497104,PMC1955774,Likely Freely Available
12808043,The fission yeast meiotic regulator Mei2p forms a dot structure in the horse-tail nucleus in association with the sme2 locus on chromosome II.,Molecular biology of the cell,"{'Year': '2003', 'Month': 'Jun'}",10.1091/mbc.e02-11-0738,PMC194894,Likely Freely Available
12695334,Cop9/signalosome subunits and Pcu4 regulate ribonucleotide reductase by both checkpoint-dependent and -independent mechanisms.,Genes & development,"{'Year': '2003', 'Month': 'May', 'Day': '01'}",10.1101/gad.1090803,PMC196048,Likely Freely Available
9990507,Two F-box/WD-repeat proteins Pop1 and Pop2 form hetero- and homo-complexes together with cullin-1 in the fission yeast SCF (Skp1-Cullin-1-F-box) ubiquitin ligase.,Genes to cells : devoted to molecular & cellular mechanisms,"{'Year': '1998', 'Month': 'Nov'}",10.1046/j.1365-2443.1998.00225.x,,Likely no free text
24798735,The novel proteins Rng8 and Rng9 regulate the myosin-V Myo51 during fission yeast cytokinesis.,The Journal of cell biology,"{'Year': '2014', 'Month': 'May', 'Day': '12'}",10.1083/jcb.201308146,PMC4018781,Likely Freely Available
8515817,Phosphorylation and inactivation of the mitotic inhibitor Wee1 by the nim1/cdr1 kinase.,Nature,"{'Year': '1993', 'Month': 'Jun', 'Day': '24'}",10.1038/363736a0,,Likely no free text
10733588,Fission yeast homologs of human CENP-B have redundant functions affecting cell growth and chromosome segregation.,Molecular and cellular biology,"{'Year': '2000', 'Month': 'Apr'}",10.1128/MCB.20.8.2852-2864.2000,PMC85508,Likely Freely Available
22182414,Small heat-shock protein Hsp9 has dual functions in stress adaptation and stress-induced G2-M checkpoint regulation via Cdc25 inactivation in Schizosaccharomyces pombe.,Biochemical and biophysical research communications,"{'Year': '2012', 'Month': 'Jan', 'Day': '06'}",10.1016/j.bbrc.2011.12.017,,Likely no free text
23615440,The mitochondrial Hsp70 chaperone Ssq1 facilitates Fe/S cluster transfer from Isu1 to Grx5 by complex formation.,Molecular biology of the cell,"{'Year': '2013', 'Month': 'Jun'}",10.1091/mbc.E12-09-0644,PMC3681689,Likely Freely Available
11018050,Tea2p is a kinesin-like protein required to generate polarized growth in fission yeast.,The Journal of cell biology,"{'Year': '2000', 'Month': 'Oct', 'Day': '02'}",10.1083/jcb.151.1.15,PMC2189814,Likely Freely Available
27966061,UBL/BAG-domain co-chaperones cause cellular stress upon overexpression through constitutive activation of Hsf1.,Cell stress & chaperones,"{'Year': '2017', 'Month': 'Jan'}",10.1007/s12192-016-0751-z,PMC5225068,Likely Freely Available
11030618,"swi1 and swi3 perform imprinting, pausing, and termination of DNA replication in S. pombe.",Cell,"{'Year': '2000', 'Month': 'Sep', 'Day': '15'}",10.1016/s0092-8674(00)00063-5,,Likely no free text
17673174,Translation initiation factor eIF1A possesses RNA annealing activity in its oligonucleotide-binding fold.,Biochemical and biophysical research communications,"{'Year': '2007', 'Month': 'Sep', 'Day': '28'}",10.1016/j.bbrc.2007.07.084,,Likely no free text
8598285,Rum1 and Cdc18 link inhibition of cyclin-dependent kinase to the initiation of DNA replication in Schizosaccharomyces pombe.,Genes & development,"{'Year': '1996', 'Month': 'Mar', 'Day': '01'}",10.1101/gad.10.5.541,,Likely no free text
14504268,Sfi1p has conserved centrin-binding sites and an essential function in budding yeast spindle pole body duplication.,The Journal of cell biology,"{'Year': '2003', 'Month': 'Sep', 'Day': '29'}",10.1083/jcb.200307064,PMC2173958,Likely Freely Available
